smiles,score_QED,SA_Score,Tox_Prediction,Tox_Probability,Tox_Label,Tox_Color
CCOC(=O)N1CCC[C@@H](C(=O)N2CCc3cc(S(=O)(=O)NC)ccc32)C1,0.830269353286467,2.781589032757381,1,0.84, TOXIQUE,red
CCCc1cc(NC(=O)C(=O)NC2CCCCC2)n(C)n1,0.8302594489457868,2.371215458763329,0,0.02,NON-TOXIQUE,green
CCCc1cc(NC(=O)C(=O)NC2CCCCC2)n(C)n1,0.8302594489457868,2.371215458763329,0,0.02,NON-TOXIQUE,green
CCCc1cc(NC(=O)C(=O)NC2CCCCC2)n(C)n1,0.8302594489457868,2.371215458763329,0,0.02,NON-TOXIQUE,green
CNS(=O)(=O)c1cc(NC(=O)N(C)CCc2ccccc2)ccc1C,0.8300602242669728,2.0166799987184483,1,0.98, TOXIQUE,red
CNS(=O)(=O)c1cc(NC(=O)N(C)CCc2ccccc2)ccc1C,0.8300602242669728,2.0166799987184483,1,0.98, TOXIQUE,red
CCS(=O)(=O)C[C@@H](C)NC(=O)N(C)[C@H](c1ccccc1)C(C)C,0.8298046302494475,3.240931119357427,0,0.05,NON-TOXIQUE,green
CCS(=O)(=O)C[C@@H](C)NC(=O)N(C)[C@H](c1ccccc1)C(C)C,0.8298046302494475,3.240931119357427,0,0.05,NON-TOXIQUE,green
CCS(=O)(=O)C[C@@H](C)NC(=O)N(C)[C@H](c1ccccc1)C(C)C,0.8298046302494475,3.240931119357427,0,0.05,NON-TOXIQUE,green
COc1ccccc1/C=C/C(C)(C)S(C)(=O)=O,0.8289583612327541,2.5099496587636327,0,0.03,NON-TOXIQUE,green
Cc1cc([C@H](C)N(C)C(=O)CCN(C)C)ccc1Br,0.8289285052291229,2.689199091366953,0,0.0,NON-TOXIQUE,green
CC(=O)[C@@H](C)[C@@H](CC(=O)O)c1ccccc1,0.8288808666542999,2.8540126097902245,0,0.02,NON-TOXIQUE,green
CCn1cc(NC(=O)CNC(=O)c2cc(C)nn2C)cn1,0.8285772480465391,2.309081551466651,0,0.02,NON-TOXIQUE,green
CCn1cc(NC(=O)CNC(=O)c2cc(C)nn2C)cn1,0.8285772480465391,2.309081551466651,0,0.02,NON-TOXIQUE,green
CCn1cc(NC(=O)CNC(=O)c2cc(C)nn2C)cn1,0.8285772480465391,2.309081551466651,0,0.02,NON-TOXIQUE,green
N#C[C@@H](c1ccccc1)[C@H]1CCCN1C/C=C/Cl,0.8284052674169099,3.603604618917364,0,0.07,NON-TOXIQUE,green
N#C[C@H](c1ccccc1)[C@@H]1CCCN1C/C=C/Cl,0.8284052674169099,3.603604618917364,0,0.07,NON-TOXIQUE,green
C=C1c2ccccc2C(=O)N1CC(=O)N(CC1CC1)CC(F)(F)F,0.8282354023792542,2.5401196678953437,0,0.07,NON-TOXIQUE,green
COc1ccccc1-c1ccc(CCN2C[C@H]3CC[C@@H](C2)N3C)cc1,0.828221786848935,3.440858883598426,0,0.01,NON-TOXIQUE,green
CNC(=O)Cn1nc(-c2ccccc2)n(C)c1=O,0.8281254710748011,2.0866218875303755,0,0.01,NON-TOXIQUE,green
CC[C@](C)(C1CC1)[C@H](N)c1cc(C)cc(C)c1,0.8281214292398408,3.442194472990858,0,0.01,NON-TOXIQUE,green
C[C@@H]1CCCC[C@@H]1NC(=O)Nc1ccccc1F,0.827987404236882,2.4870810546987787,1,0.93, TOXIQUE,red
C[C@@H]1CCCC[C@@H]1NC(=O)Nc1ccccc1F,0.827987404236882,2.4870810546987787,1,0.93, TOXIQUE,red
C[C@@H]1CCCC[C@H]1NC(=O)Nc1ccccc1F,0.827987404236882,2.4870810546987787,1,0.93, TOXIQUE,red
O=C(/C=C\c1ccccc1Cl)Nc1ccccc1,0.8278881090332683,1.614396786938661,1,0.94, TOXIQUE,red
CC(=O)Nc1ccc(NC(=O)N(C)CCOc2cccc(C)c2)cc1C,0.8277682833783903,1.9905564125405828,1,0.99, TOXIQUE,red
CC(=O)Nc1ccc(NC(=O)N(C)CCOc2cccc(C)c2)cc1C,0.8277682833783903,1.9905564125405828,1,0.99, TOXIQUE,red
CC(=O)Nc1ccc(NC(=O)N(C)CCOc2cccc(C)c2)cc1C,0.8277682833783903,1.9905564125405828,1,0.99, TOXIQUE,red
Cc1ccc(SCC(=O)N[C@@H](C#N)C2CC2)cc1,0.8275745978472038,2.7393794199881967,0,0.03,NON-TOXIQUE,green
Cc1ccc(SCC(=O)N[C@@H](C#N)C2CC2)cc1,0.8275745978472038,2.7393794199881967,0,0.03,NON-TOXIQUE,green
Cc1ccc(SCC(=O)N[C@@H](C#N)C2CC2)cc1,0.8275745978472038,2.7393794199881967,0,0.03,NON-TOXIQUE,green
Cc1nc2sccn2c1CN1CCC[C@@H](CC2CCCC2)C1,0.8275725986897573,3.053572463609074,0,0.05,NON-TOXIQUE,green
CS[C@H](CNC(=O)CCCn1ccnn1)C(F)(F)F,0.8275144065246639,3.476020949355118,0,0.02,NON-TOXIQUE,green
Cc1ccc(/C=C2\SC(=O)N(NC(=O)c3ccccc3O)C2=O)cc1,0.8273927561920498,2.2688257416711477,0,0.15,NON-TOXIQUE,green
Cc1ccc(-c2cccc(C(N)=O)c2)cc1O,0.8273306310999917,1.7477065163741088,0,0.05,NON-TOXIQUE,green
CNC(=O)c1ccc(-n2nc(C)c(C(=O)NC)c2C)nn1,0.8273223500303517,2.4518330941163797,0,0.01,NON-TOXIQUE,green
COC(=O)CCC(=O)N1N=C(c2ccccc2)NC(=O)[C@H]1C,0.8271569386375218,3.048050135546217,0,0.01,NON-TOXIQUE,green
CC[C@@H](Sc1nccn1C)C(=O)Nc1nnc(C(C)C)s1,0.8267929970027765,3.046001068009353,0,0.01,NON-TOXIQUE,green
CC[C@H](Sc1nccn1C)C(=O)Nc1nnc(C(C)C)s1,0.8267929970027765,3.046001068009353,0,0.01,NON-TOXIQUE,green
CC[C@H](Sc1nccn1C)C(=O)Nc1nnc(C(C)C)s1,0.8267929970027765,3.046001068009353,0,0.01,NON-TOXIQUE,green
O=S(=O)(c1ccc2c(c1)OCCO2)N1CCSc2ncccc21,0.8266559304094528,2.5672552723997804,0,0.2,NON-TOXIQUE,green
CCCCN1C(=O)N[C@@H](c2ccc(OC)cc2)C1=O,0.826518506181297,2.473196426635459,0,0.06,NON-TOXIQUE,green
CCCCN1C(=O)N[C@H](c2ccc(OC)cc2)C1=O,0.826518506181297,2.473196426635459,0,0.06,NON-TOXIQUE,green
COc1ccc(C[C@@H]2CCCN(C(=O)Cc3cccc(F)c3)C2)cc1,0.8264339838275144,2.339894691711386,0,0.07,NON-TOXIQUE,green
COc1cc(CN2CC[C@@H](Cn3ccnn3)C2)cc2c1OCCCO2,0.8263964706268767,3.070706490048184,0,0.03,NON-TOXIQUE,green
COc1cc(CN2CCC[C@@H](Cn3ccnn3)C2)cc2c1OCCO2,0.8263964706268767,3.0289173008589945,0,0.03,NON-TOXIQUE,green
C[C@@H]1CCC[C@H](Oc2cncc(CC3CCCC3)n2)C1,0.8263362701738908,3.272940531391804,0,0.09,NON-TOXIQUE,green
C[C@@H]1C[C@H](C)CN(C(=O)C(=O)Nc2ccc(C(=O)N3CCCC3)cc2)C1,0.8263259153197376,2.8136911635433624,1,0.98, TOXIQUE,red
C[C@@H]1C[C@@H](C)CN(C(=O)C(=O)Nc2ccc(C(=O)N3CCCC3)cc2)C1,0.8263259153197376,2.8136911635433624,1,0.98, TOXIQUE,red
C[C@@H]1C[C@H](C)CN(C(=O)C(=O)Nc2ccc(C(=O)N3CCCC3)cc2)C1,0.8263259153197376,2.8136911635433624,1,0.98, TOXIQUE,red
O=C(Nc1cccc2ccccc12)C(=O)N1CCC([C@H]2C[C@H]2O)CC1,0.8263018386635205,2.917646212917409,1,0.96, TOXIQUE,red
Cc1cc(C)nc(NNS(=O)(=O)c2cc(Cl)sc2Cl)n1,0.8260805490388505,2.7236132312888746,0,0.02,NON-TOXIQUE,green
Cc1cc(C)nc(NNS(=O)(=O)c2cc(Cl)sc2Cl)n1,0.8260805490388505,2.7236132312888746,0,0.02,NON-TOXIQUE,green
Cc1cc(C)nc(NNS(=O)(=O)c2cc(Cl)sc2Cl)n1,0.8260805490388505,2.7236132312888746,0,0.02,NON-TOXIQUE,green
CCC1([C@H](O)c2ccc(SC(F)(F)F)cc2)CCOCC1,0.8260693915309126,3.326213800104843,0,0.0,NON-TOXIQUE,green
CCOC(=O)C1=C(C)NC2=C(C(=O)CCC2)[C@@H]1c1ccc(O)c(C)c1,0.825698965416988,2.881488086360214,0,0.07,NON-TOXIQUE,green
O=C(O)/C=C/C(=O)Nc1ccccc1Br,0.8256475057230901,1.9303229874718328,1,0.97, TOXIQUE,red
O=C(O)/C=C/C(=O)Nc1ccccc1Br,0.8256475057230901,1.9303229874718328,1,0.97, TOXIQUE,red
O=C(O)/C=C/C(=O)Nc1ccccc1Br,0.8256475057230901,1.9303229874718328,1,0.97, TOXIQUE,red
O=C1CS[C@@H]2CS(=O)(=O)C[C@@H]2N1Cc1ccc(Cl)cc1,0.8253888442688241,3.2729823129153663,0,0.07,NON-TOXIQUE,green
Cc1cc(F)c([C@@H](C)Nc2cccc(Cl)c2)cc1F,0.8251849097691559,2.4858345588225745,1,0.83, TOXIQUE,red
Cc1cc(F)c([C@@H](C)Nc2cccc(Cl)c2)cc1F,0.8251849097691559,2.4858345588225745,1,0.83, TOXIQUE,red
O=C(COC1CCCCC1)N[C@@H]1CC(=O)N(c2ccccc2F)C1=O,0.825162255229375,2.7267959105629576,1,0.74, TOXIQUE,red
CCC(C)(CC)[C@H](O)c1ccccc1OC,0.8251264930227075,2.82996460530168,0,0.01,NON-TOXIQUE,green
COc1ccc(N2N=C(C(=O)Nc3ccc(C)c(C)c3)N[C@@H](C)C2=O)cc1Cl,0.8248309056476041,2.991596529667937,1,0.92, TOXIQUE,red
O=C(O)[C@@H]1[C@H](c2ccc(Cl)cc2)NC(=O)[C@@H]2CN(Cc3ccccc3)C(=O)N12,0.8248302952563685,3.4941585745247483,0,0.1,NON-TOXIQUE,green
O=C(CCn1cncn1)N1CCC(c2nc(C(F)F)no2)CC1,0.8247101342516366,2.8056390736731327,0,0.02,NON-TOXIQUE,green
O=C(CCn1cncn1)N1CCC(c2noc(C(F)F)n2)CC1,0.8247101342516365,2.792852360386421,0,0.05,NON-TOXIQUE,green
CC1=C(C(=O)OCc2ccccc2)CNCCO1,0.8245714081031861,2.397260988122092,0,0.02,NON-TOXIQUE,green
CC1=C(C(=O)OCc2ccccc2)CNCCO1,0.8245714081031861,2.397260988122092,0,0.02,NON-TOXIQUE,green
Cc1cccc(NC(=O)c2ccc3c(c2)C(=O)N(C[C@H]2CCCO2)C3=O)c1F,0.8245230152005663,2.680918405260698,1,0.97, TOXIQUE,red
CCc1ccc(S(=O)(=O)NCC(=O)Nc2cc(Cl)ccc2C)cc1,0.8242537634344546,1.8259188179760315,1,0.96, TOXIQUE,red
C[C@@H]1CCCC[C@@H]1OCCN1CCC(c2nccs2)CC1,0.8242035835809649,3.1903780128231665,0,0.03,NON-TOXIQUE,green
C[C@@H]1CCCC[C@H]1OCCN1CCC(c2nccs2)CC1,0.8242035835809649,3.1903780128231665,0,0.03,NON-TOXIQUE,green
CC(C)c1ccc(C(=O)N2CCOC23CCCCC3)cc1,0.8241774175617375,2.823145152889989,0,0.03,NON-TOXIQUE,green
CC[C@@](C)(Nc1cccn(C2CC2)c1=O)C(N)=O,0.8240770634352258,3.2001790738343496,0,0.03,NON-TOXIQUE,green
CC[C@@](C)(Nc1cccn(C2CC2)c1=O)C(N)=O,0.8240770634352258,3.2001790738343496,0,0.03,NON-TOXIQUE,green
CCOC(=O)c1sc(NC(=O)Cc2ccc(C)cc2C)c(C#N)c1C,0.8240748297039078,2.2514136796155544,0,0.18,NON-TOXIQUE,green
CCOC(=O)c1sc(NC(=O)Cc2ccc(C)cc2C)c(C#N)c1C,0.8240748297039078,2.2514136796155544,0,0.18,NON-TOXIQUE,green
CSCC[C@@H](C)NC(=O)C1C[C@@H](C)O[C@@H](C)C1,0.8239509036400589,3.635604648044944,0,0.01,NON-TOXIQUE,green
CSCC[C@H](C)NC(=O)C1C[C@@H](C)O[C@@H](C)C1,0.8239509036400589,3.635604648044944,0,0.01,NON-TOXIQUE,green
CSCC[C@@H](C)NC(=O)C1C[C@@H](C)O[C@@H](C)C1,0.8239509036400589,3.635604648044944,0,0.01,NON-TOXIQUE,green
O=C(Cc1ccc(Cl)c(Cl)c1)NNC(=O)c1ccc(Cl)cc1,0.8238451200065675,1.7546484517643108,0,0.0,NON-TOXIQUE,green
O=C(Cc1ccc(Cl)c(Cl)c1)NNC(=O)c1ccc(Cl)cc1,0.8238451200065675,1.7546484517643108,0,0.0,NON-TOXIQUE,green
O=C(Cc1ccc(Cl)c(Cl)c1)NNC(=O)c1ccc(Cl)cc1,0.8238451200065675,1.7546484517643108,0,0.0,NON-TOXIQUE,green
COC(=O)c1ccc(NC(=O)[C@@H]2CCCC[C@H]2C(=O)N2CCCCC2)cc1,0.8235468648813214,2.711559387453857,1,0.96, TOXIQUE,red
COC(=O)c1ccc(NC(=O)[C@H]2CCCC[C@@H]2C(=O)N2CCCCC2)cc1,0.8235468648813214,2.711559387453857,1,0.96, TOXIQUE,red
COC(=O)c1ccc(NC(=O)[C@H]2CCCC[C@H]2C(=O)N2CCCCC2)cc1,0.8235468648813214,2.711559387453857,1,0.96, TOXIQUE,red
FC(F)(F)c1ccc(CNC2CCC(Cc3cccnc3)CC2)cc1,0.8231577178443696,2.1344166207920274,0,0.12,NON-TOXIQUE,green
CCc1ccc([C@@H](C)C(=O)NCCC2CCCCC2)cc1,0.8231396329480494,2.3978582298130675,0,0.0,NON-TOXIQUE,green
CCc1ccc([C@H](C)C(=O)NCCC2CCCCC2)cc1,0.8231396329480494,2.3978582298130675,0,0.0,NON-TOXIQUE,green
CCc1ccc([C@H](C)C(=O)NCCC2CCCCC2)cc1,0.8231396329480494,2.3978582298130675,0,0.0,NON-TOXIQUE,green
CCCN(C(=O)c1cc(C(C)C)nn1C)[C@@H]1CCS(=O)(=O)C1,0.8229923547356469,3.146155502421631,0,0.06,NON-TOXIQUE,green
CN(C)c1cc(NC(=O)COc2cccc(N3CCCC3=O)c2)ccc1Cl,0.8229246216082345,2.1630684719594786,1,0.97, TOXIQUE,red
CCCNC(=O)[C@@H]1COC2(CCOCC2)CN1C(=O)c1ccc(C(F)(F)F)cc1,0.8226819971173494,3.5481445676334475,0,0.16,NON-TOXIQUE,green
CC(=O)c1cccc(NC(=O)NCC(C)(C)N2CCCC2)c1,0.8222573387523138,2.141453243693693,1,0.97, TOXIQUE,red
O=C(Nc1cccc(Cl)c1)Nc1cccc(Br)c1,0.8219236441990909,1.5872443852679332,1,0.99, TOXIQUE,red
O=C(Nc1ccc(Br)cc1)Nc1cccc(Cl)c1,0.8219236441990909,1.5204380504263035,1,0.99, TOXIQUE,red
O=C(Nc1ccc(Br)cc1)Nc1cccc(Cl)c1,0.8219236441990909,1.5204380504263035,1,0.99, TOXIQUE,red
COc1cc(NC(=O)NCC#Cc2ccccc2)cc(OC)c1OC,0.8214310887359503,2.1540755048657,1,0.99, TOXIQUE,red
COc1cc(NC(=O)NCC#Cc2ccccc2)cc(OC)c1OC,0.8214310887359503,2.1540755048657,1,0.99, TOXIQUE,red
COc1ccc(C#N)cc1CSc1nn[nH]n1,0.8209031234788104,2.5243315739912635,0,0.08,NON-TOXIQUE,green
COc1ccccc1OC1CCN(S(=O)(=O)CC#N)CC1,0.8208664056665677,2.296218587837645,0,0.03,NON-TOXIQUE,green
COc1ccccc1OC1CCN(S(=O)(=O)CC#N)CC1,0.8208664056665677,2.296218587837645,0,0.03,NON-TOXIQUE,green
COc1ccccc1OC1CCN(S(=O)(=O)CC#N)CC1,0.8208664056665677,2.296218587837645,0,0.03,NON-TOXIQUE,green
Cc1nnc(-c2ccc(NC(=O)C(=O)NCC3(C)CCCCC3)cc2)o1,0.8207052197490929,2.435425539359711,1,0.96, TOXIQUE,red
CC(=O)N1CCC(C(=O)Nc2cc(N)ccc2Cl)CC1,0.8206920791491319,1.9071764946921377,1,0.98, TOXIQUE,red
CC(=O)N1CCC(C(=O)Nc2cc(N)ccc2Cl)CC1,0.8206920791491319,1.9071764946921377,1,0.98, TOXIQUE,red
CC(C)Cc1ncc(CCc2nnc(C3CC3)n2C)s1,0.8206670815268071,2.764326784402426,0,0.0,NON-TOXIQUE,green
CCOC[C@@H]1CCCN(C(=O)C2=C[C@H](N)CC2)C1,0.8204608611950222,3.507667480038145,0,0.06,NON-TOXIQUE,green
COC(=O)C1=C(C)NC(=O)N[C@@H]1c1ccc(OC)cc1,0.8201287639770097,2.4691931320450617,0,0.01,NON-TOXIQUE,green
COC(=O)C1=C(C)NC(=O)N[C@@H]1c1ccc(OC)cc1,0.8201287639770097,2.4691931320450617,0,0.01,NON-TOXIQUE,green
COC(=O)C1=C(C)NC(=O)N[C@@H]1c1ccc(OC)cc1,0.8201287639770097,2.4691931320450617,0,0.01,NON-TOXIQUE,green
O=C(Nc1cccc(F)c1F)c1ccc2c(c1)C(=O)N(C[C@@H]1CCCO1)C2=O,0.8200762520735504,2.648828629213959,1,1.0, TOXIQUE,red
O=C(Nc1cccc(F)c1F)c1ccc2c(c1)C(=O)N(C[C@@H]1CCCO1)C2=O,0.8200762520735504,2.648828629213959,1,1.0, TOXIQUE,red
CC(C)(C)C[C@H](O)COC1CCC(C(C)(C)C)CC1,0.8198973118867905,3.049010783674646,0,0.01,NON-TOXIQUE,green
CC(C)(C)C[C@@H](O)COC1CCC(C(C)(C)C)CC1,0.8198973118867905,3.049010783674646,0,0.01,NON-TOXIQUE,green
CC[C@@H](C)c1cc(F)c(C)cc1N1C[C@@H](C)O[C@H](C)C1,0.8193584222449102,3.4050168090250263,1,0.81, TOXIQUE,red
O=C(CCc1nc([C@@H]2CN3CCC[C@H]3CO2)no1)C1CC1,0.8189894925606346,3.583531057610214,0,0.04,NON-TOXIQUE,green
O=C(O)[C@]1(C2CC2)CCC[C@H](OC2CCC2)C1,0.8186497127415472,3.438342492630793,0,0.0,NON-TOXIQUE,green
O=C(NCc1ccc(Cl)c(F)c1)C(=O)Nc1ccnn1C1CCCC1,0.8185650737180241,2.346215266512504,0,0.06,NON-TOXIQUE,green
CC(=O)[C@@H](C)N(C)Cc1ccc(-n2cncn2)cc1,0.818408948446449,2.699635904139086,0,0.02,NON-TOXIQUE,green
CCn1c(SCC(=O)O)nc2ccncc21,0.8184039611270052,2.240708475348333,0,0.06,NON-TOXIQUE,green
Cc1ccc(C(F)(F)F)cc1N1CCOC[C@@H]1C(C)C,0.8183119947972979,2.8869932252851545,1,0.97, TOXIQUE,red
Cc1ccc(C(F)(F)F)cc1N1CCOC[C@@H]1C(C)C,0.8183119947972979,2.8869932252851545,1,0.97, TOXIQUE,red
Cc1ccc(C(F)(F)F)cc1N1CCOC[C@H]1C(C)C,0.8183119947972979,2.8869932252851545,1,0.97, TOXIQUE,red
Cc1ccc(C(=O)Nc2ccc(NC(=S)N(C)C)cc2)cc1Cl,0.8182277292321194,1.9098540586881203,1,0.99, TOXIQUE,red
CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC)C1c1ccc(C#N)cc1,0.8180784848418166,2.2772002370259568,0,0.03,NON-TOXIQUE,green
Cc1cc([C@@H]2CCCCN2C[C@H](C)Cc2ccc3c(c2)OCO3)on1,0.8179426794899478,3.265410065156238,0,0.0,NON-TOXIQUE,green
Cc1cc([C@@H]2CCCCN2C[C@H](C)Cc2ccc3c(c2)OCO3)on1,0.8179426794899478,3.265410065156238,0,0.0,NON-TOXIQUE,green
COc1ccc(OC)c(NC(=O)NCC2=CCCCC2)c1,0.8177598942943164,2.122700543509092,1,0.96, TOXIQUE,red
Cc1ccc([C@@H]2NC(=O)N(CC(=O)Nc3c(C)cc(C)cc3C)C2=O)cc1,0.8171878825918951,2.64036063358898,1,0.94, TOXIQUE,red
Cc1ccc([C@@H]2NC(=O)N(CC(=O)Nc3c(C)cc(C)cc3C)C2=O)cc1,0.8171878825918951,2.64036063358898,1,0.94, TOXIQUE,red
Cc1ccc([C@@H]2NC(=O)N(CC(=O)Nc3c(C)cc(C)cc3C)C2=O)cc1,0.8171878825918951,2.64036063358898,1,0.94, TOXIQUE,red
CC[C@H](C)[C@@H](C(=O)Nc1cc(C)ccc1C)N1C(=O)c2ccccc2C1=O,0.8170177454840446,2.8113485307430004,1,0.96, TOXIQUE,red
CC[C@@H](C)[C@@H](C(=O)Nc1cc(C)ccc1C)N1C(=O)c2ccccc2C1=O,0.8170177454840446,2.8113485307430004,1,0.96, TOXIQUE,red
O=C(CCc1nc[nH]c(=O)c1Br)N1CCN(c2ccc(Cl)cc2)CC1,0.8169070970084714,2.432853186339157,1,0.74, TOXIQUE,red
CCc1nncn1CCNC(=O)N[C@H](CC)c1ccc(Cl)cc1,0.8167641804150974,2.8449126663784003,0,0.01,NON-TOXIQUE,green
CCc1nncn1CCNC(=O)N[C@@H](CC)c1ccc(Cl)cc1,0.8167641804150974,2.8449126663784003,0,0.01,NON-TOXIQUE,green
CC[C@@](C)(C1CCCC1)[C@H](N)c1cc(C)cc(C)c1,0.8165621089521959,3.393302041775411,0,0.02,NON-TOXIQUE,green
CCNC(=O)CN(c1ccccc1C)S(=O)(=O)c1ccc2c(c1)OCCO2,0.8164972519987682,2.2184385124453083,1,0.89, TOXIQUE,red
C[C@H](Cc1ccccc1)c1cccc(OCC(=O)N(C)C)c1,0.8164648495437287,2.293005088155743,0,0.04,NON-TOXIQUE,green
C[C@@H](CNC(=O)CCNC(=O)c1ccc(F)cc1F)c1ccco1,0.8163212556956295,2.6527604443697665,0,0.17,NON-TOXIQUE,green
Cc1ccc(/C=C2/Oc3cc(OCC(N)=O)ccc3C2=O)cc1Br,0.8161899951049179,2.349707201234565,0,0.13,NON-TOXIQUE,green
Cc1cccc([C@@H]2CCCN(CCC(C)(C)C)C2)n1,0.8161763687430724,2.7636808968821924,0,0.02,NON-TOXIQUE,green
C[C@H]1CN(CCCNC(=O)Nc2ccc3c(c2)CCC3)C[C@H](C)O1,0.8159250794303603,2.9066348088526954,1,0.99, TOXIQUE,red
C[C@@H]1CN(CCCNC(=O)Nc2ccc3c(c2)CCC3)C[C@@H](C)O1,0.8159250794303603,2.9066348088526954,1,0.99, TOXIQUE,red
NC(=O)[C@]1(C2CC2)CCC[C@H](OC2CCC2)C1,0.8158171583643129,3.554667860879565,0,0.01,NON-TOXIQUE,green
CCC1(CNC(=O)NCCn2nc3ccccn3c2=O)CCOCC1,0.8157832327244009,2.762064697715104,0,0.12,NON-TOXIQUE,green
Cc1nc2c(c(-c3cc(C(=O)O)cc(S(=O)(=O)NC4CC4)c3)n1)CCCC2,0.8156323229524365,2.555967807991868,0,0.12,NON-TOXIQUE,green
CC(C)(C)n1cc(CC(=O)N2CCCC[C@H]2C(=O)N2CCOCC2)cn1,0.8155763582181975,2.996555953428331,0,0.09,NON-TOXIQUE,green
CC(=O)c1cccc(NC(=O)NCC(C)(C)C#N)c1,0.8151023842732985,2.2740978123027986,1,0.95, TOXIQUE,red
CN[C@@]1(C#N)CCC[C@H]1CCSc1cccc(OC)c1,0.8149777524638847,3.665770326217853,0,0.09,NON-TOXIQUE,green
COc1cc(OC)cc(N2CC[C@H](OCc3ccsc3)C2=O)c1,0.8149694967447052,2.9709764103267595,1,0.72, TOXIQUE,red
C[C@@H](C(=O)N1CCN(C)CC1)N1CCC2(CC1)CNC(=O)c1ccccc1O2,0.814851974547363,3.4878717634244563,0,0.01,NON-TOXIQUE,green
C[C@@H](C(=O)N1CCN(C)CC1)N1CCC2(CC1)CNC(=O)c1ccccc1O2,0.814851974547363,3.4878717634244563,0,0.01,NON-TOXIQUE,green
CS[C@@H](C)c1nnc(-c2ccc(C)cc2)o1,0.8147862275660951,2.711630007806153,0,0.01,NON-TOXIQUE,green
CC1(CN[C@H]2CC[C@@H]3CCC(=O)[C@@H]3C2)CCC1,0.8146503476666003,3.733767915986967,0,0.09,NON-TOXIQUE,green
Cc1cnn([C@H](C)CCCS(N)(=O)=O)c1,0.8145736284274612,3.176753497415582,0,0.04,NON-TOXIQUE,green
COc1cccc(CNC(=O)C(=O)Nc2cccc(Cl)c2OC)c1,0.8142573445289856,1.9387802207523617,1,0.98, TOXIQUE,red
COc1cccc(CNC(=O)C(=O)Nc2cccc(Cl)c2OC)c1,0.8142573445289856,1.9387802207523617,1,0.98, TOXIQUE,red
CC/C(=C/C(=O)Nc1ccc(CS(C)(=O)=O)cc1)c1ccccc1,0.814204595725195,2.16311684532182,1,0.99, TOXIQUE,red
CC/C(=C/C(=O)Nc1ccc(CS(C)(=O)=O)cc1)c1ccccc1,0.814204595725195,2.16311684532182,1,0.99, TOXIQUE,red
CC/C(=C/C(=O)Nc1ccc(CS(C)(=O)=O)cc1)c1ccccc1,0.814204595725195,2.16311684532182,1,0.99, TOXIQUE,red
CCOC(=O)C1CCC(Cc2cccc(OCC)c2O)CC1,0.8141591586941478,2.176680429147055,0,0.01,NON-TOXIQUE,green
CCOC(=O)C1CCC(Cc2cccc(OCC)c2O)CC1,0.8141591586941478,2.176680429147055,0,0.01,NON-TOXIQUE,green
CCCOc1nc(N)nc(NCCc2ccns2)c1C,0.8141473467090946,3.0551206536910334,0,0.01,NON-TOXIQUE,green
Cn1c(C(=O)N2CCC[C@@H]2CC2CCCC2)cc2cc(F)ccc21,0.8140467260824554,2.8586750053441605,0,0.0,NON-TOXIQUE,green
COC(=O)[C@H]1CCN(Cc2ccc(-c3ccncc3)cc2F)C1,0.8139584736899657,2.4978386480889974,0,0.03,NON-TOXIQUE,green
COC(=O)[C@@H]1CCN(Cc2ccc(-c3ccncc3)cc2F)C1,0.8139584736899657,2.4978386480889974,0,0.03,NON-TOXIQUE,green
Cc1nc(C(C)(C)c2ccccc2)sc1NC(=O)N1CCC(S(C)(=O)=O)CC1,0.8139025957782772,2.7781713808265,0,0.16,NON-TOXIQUE,green
CCCN1CCO[C@H]([C@@H](Cc2cccc(Br)c2)NCC)C1,0.8136316911196584,3.19167151158247,0,0.01,NON-TOXIQUE,green
CCCN1CCO[C@@H]([C@@H](Cc2cccc(Br)c2)NCC)C1,0.8136316911196584,3.19167151158247,0,0.01,NON-TOXIQUE,green
CCCN1CCO[C@H]([C@@H](Cc2cccc(Br)c2)NCC)C1,0.8136316911196584,3.19167151158247,0,0.01,NON-TOXIQUE,green
C[C@H]1SC(c2ccc(F)cc2)=NN=C1c1ccc(F)cc1,0.8136161506689328,2.9380566913515285,0,0.0,NON-TOXIQUE,green
C[C@H](CNC(=O)Nc1ccc(F)c(F)c1)CC(=O)OC(C)(C)C,0.8135788033404837,2.6000138401100905,1,0.97, TOXIQUE,red
CN(Cc1ccc(CO)cc1)C(=O)[C@@H]1CCCN1S(=O)(=O)c1cccs1,0.8134510747829977,2.707508956589553,0,0.03,NON-TOXIQUE,green
O=C(c1cccc(F)c1)N(CC(F)(F)F)c1ccccn1,0.8133831649461525,2.196770145631108,0,0.02,NON-TOXIQUE,green
C1C[C@H]2CO[C@H](c3noc(CC4CC4)n3)CN2C1,0.8133209018014905,3.577032664021752,0,0.01,NON-TOXIQUE,green
CC(C)Cn1nccc1NC(=O)C[C@@H]1C=CCC1,0.813217561453776,3.075269628132993,0,0.0,NON-TOXIQUE,green
CC(C)Cn1nccc1NC(=O)C[C@@H]1C=CCC1,0.813217561453776,3.075269628132993,0,0.0,NON-TOXIQUE,green
CC(C)Cn1nccc1NC(=O)C[C@H]1C=CCC1,0.813217561453776,3.075269628132993,0,0.0,NON-TOXIQUE,green
